event_id,source_ip,username,failed_attempts_10m,unique_usernames_10m,login_hour,geo_risk_score,ip_reputation_score,login_velocity_1h,success_ratio_1h,device_change_flag,is_anomaly,scenario
EVT-02747,10.144.88.100,user_774,17,18,1,73.35,86.65,100.51,0.109,1,1,credential_stuffing_T1110
EVT-01286,10.181.92.5,user_528,1,2,10,17.13,25.37,5.53,0.941,0,0,legitimate_login_activity
EVT-01717,10.95.139.41,user_377,1,1,21,15.69,2.62,9.19,0.939,0,0,legitimate_login_activity
EVT-00631,10.48.63.224,user_260,0,2,14,15.47,26.13,9.81,0.837,0,0,legitimate_login_activity
EVT-01299,10.155.237.136,user_641,0,1,17,20.17,22.56,9.93,0.861,0,0,legitimate_login_activity
EVT-01337,10.49.30.90,user_599,2,1,15,19.81,40.49,0.0,0.965,0,0,legitimate_login_activity
EVT-00483,10.239.244.188,user_875,3,1,19,24.26,14.18,1.42,0.723,0,0,legitimate_login_activity
EVT-01738,10.37.118.157,user_991,0,1,14,0.0,17.94,13.93,0.995,0,0,legitimate_login_activity
EVT-02361,10.87.226.187,user_595,0,1,20,9.74,34.25,16.04,0.859,0,0,legitimate_login_activity
EVT-00912,10.55.114.36,user_863,0,1,9,27.27,26.01,2.52,0.835,0,0,legitimate_login_activity
EVT-00439,10.230.76.181,user_819,0,1,8,20.25,29.39,4.05,0.914,0,0,legitimate_login_activity
EVT-01323,10.200.62.150,user_755,0,2,8,31.18,5.69,4.79,0.779,0,0,legitimate_login_activity
EVT-02571,10.18.120.76,user_649,25,3,4,89.68,71.63,99.08,0.078,1,1,brute_force_T1110
EVT-00167,10.236.109.29,user_754,0,1,21,22.19,30.19,7.32,0.918,0,0,legitimate_login_activity
EVT-00060,10.41.229.128,user_270,0,1,17,17.12,11.06,5.13,0.97,0,0,legitimate_login_activity
EVT-00612,10.19.105.35,user_700,1,1,18,43.59,22.05,0.0,0.726,0,0,legitimate_login_activity
EVT-00531,10.187.89.98,user_598,1,1,22,21.72,18.04,22.0,0.729,0,0,legitimate_login_activity
EVT-00050,10.60.209.15,user_700,1,1,19,22.81,25.46,0.0,0.917,0,0,legitimate_login_activity
EVT-01273,10.115.204.160,user_537,0,1,16,6.61,0.0,15.83,0.834,0,0,legitimate_login_activity
EVT-00987,10.131.122.235,user_492,1,1,15,18.78,28.92,6.59,1.0,0,0,legitimate_login_activity
EVT-00745,10.239.36.150,user_990,0,1,21,28.46,38.45,7.98,0.824,0,0,legitimate_login_activity
EVT-00049,10.253.217.9,user_462,0,1,18,21.54,17.97,6.16,0.792,0,0,legitimate_login_activity
EVT-02592,10.251.232.166,user_637,12,25,22,61.16,84.49,135.76,0.135,1,1,credential_stuffing_T1110
EVT-01104,10.240.131.103,user_583,1,1,21,12.98,20.13,6.92,1.0,0,0,legitimate_login_activity
EVT-02745,10.79.33.12,user_141,12,27,4,75.0,86.8,120.25,0.12,1,1,credential_stuffing_T1110
EVT-00633,10.146.223.190,user_463,0,1,13,20.64,8.93,11.22,0.837,0,0,legitimate_login_activity
EVT-02093,10.19.198.10,user_721,0,1,21,23.98,4.27,8.21,0.924,0,0,legitimate_login_activity
EVT-01946,10.218.223.9,user_246,0,1,13,19.29,34.49,3.21,0.974,0,0,legitimate_login_activity
EVT-01584,10.93.11.39,user_783,1,1,21,13.95,43.25,9.63,0.906,0,0,legitimate_login_activity
EVT-00026,10.121.84.58,user_652,0,1,17,14.36,31.89,10.95,0.67,0,0,legitimate_login_activity
EVT-00859,10.197.84.69,user_682,0,1,10,26.46,18.0,12.25,0.781,0,0,legitimate_login_activity
EVT-01968,10.40.24.198,user_982,0,1,14,22.34,22.85,4.35,0.94,0,0,legitimate_login_activity
EVT-02085,10.70.138.65,user_114,2,1,21,21.09,31.97,4.27,0.903,1,0,legitimate_login_activity
EVT-01360,10.153.63.195,user_729,2,2,22,15.95,20.1,11.61,0.903,0,0,legitimate_login_activity
EVT-01910,10.27.106.106,user_325,0,1,19,10.83,18.42,13.11,0.84,0,0,legitimate_login_activity
EVT-00362,10.142.51.214,user_176,2,1,9,20.97,19.84,14.16,0.857,0,0,legitimate_login_activity
EVT-02609,10.107.155.176,user_403,9,27,1,54.09,86.87,128.07,0.056,1,1,credential_stuffing_T1110
EVT-01428,10.228.44.111,user_836,0,2,22,24.03,0.0,14.62,0.76,0,0,legitimate_login_activity
EVT-02146,10.4.208.72,user_131,1,1,11,19.04,14.46,7.09,0.998,0,0,legitimate_login_activity
EVT-02118,10.11.33.221,user_616,0,1,14,9.91,17.29,7.85,0.685,0,0,legitimate_login_activity
EVT-00941,10.138.211.33,user_791,1,1,17,24.83,16.99,6.13,0.852,0,0,legitimate_login_activity
EVT-02424,10.244.106.126,user_460,20,2,4,70.95,63.67,107.84,0.124,0,1,brute_force_T1110
EVT-01018,10.45.191.91,user_922,0,1,20,18.87,14.3,10.76,0.759,0,0,legitimate_login_activity
EVT-01796,10.223.60.251,user_544,0,2,18,25.27,25.52,19.45,0.961,0,0,legitimate_login_activity
EVT-00241,10.36.237.215,user_248,0,2,7,24.1,7.29,0.78,0.961,0,0,legitimate_login_activity
EVT-02034,10.64.53.226,user_222,2,2,11,29.04,31.25,7.06,0.904,0,0,legitimate_login_activity
EVT-00583,10.251.96.205,user_857,1,1,19,14.66,19.14,2.58,0.947,0,0,legitimate_login_activity
EVT-00789,10.193.22.86,user_106,0,1,13,16.33,30.62,10.57,0.887,0,0,legitimate_login_activity
EVT-02153,10.75.165.88,user_134,0,1,8,17.3,27.58,15.23,0.893,0,0,legitimate_login_activity
EVT-01196,10.56.115.175,user_895,0,1,17,20.34,16.6,11.17,0.782,0,0,legitimate_login_activity
EVT-01712,10.11.185.26,user_400,0,1,19,18.2,18.69,16.2,0.942,0,0,legitimate_login_activity
EVT-00351,10.130.93.128,user_419,0,2,10,16.37,49.58,7.99,1.0,0,0,legitimate_login_activity
EVT-02532,10.162.50.240,user_384,29,3,2,73.32,84.23,73.05,0.038,1,1,brute_force_T1110
EVT-01777,10.47.125.144,user_787,0,1,11,20.94,24.21,7.22,0.685,0,0,legitimate_login_activity
EVT-01958,10.120.188.82,user_539,1,1,11,6.24,6.12,10.29,0.727,0,0,legitimate_login_activity
EVT-02008,10.75.81.226,user_685,2,1,19,18.84,8.48,4.95,0.989,0,0,legitimate_login_activity
EVT-01291,10.12.27.220,user_478,0,1,16,19.25,15.08,6.93,1.0,0,0,legitimate_login_activity
EVT-00782,10.188.150.66,user_980,0,2,11,5.15,5.0,5.76,0.907,0,0,legitimate_login_activity
EVT-00790,10.45.42.45,user_313,0,2,12,20.23,37.4,11.75,0.939,0,0,legitimate_login_activity
EVT-01335,10.9.114.204,user_547,0,1,10,28.25,14.84,9.41,0.819,0,0,legitimate_login_activity
EVT-00658,10.234.174.87,user_224,0,1,19,24.08,29.55,5.9,0.881,0,0,legitimate_login_activity
EVT-01713,10.117.167.21,user_711,0,1,20,18.19,15.63,6.26,0.761,0,0,legitimate_login_activity
EVT-02529,10.80.8.25,user_749,48,1,1,71.56,82.53,84.39,0.151,1,1,brute_force_T1110
EVT-02320,10.237.75.144,user_937,0,1,21,6.0,15.8,11.29,0.714,0,0,legitimate_login_activity
EVT-02272,10.132.94.64,user_770,0,1,14,17.08,23.59,3.03,0.874,0,0,legitimate_login_activity
EVT-01232,10.83.101.163,user_266,0,1,15,4.83,9.32,11.2,0.953,0,0,legitimate_login_activity
EVT-00756,10.25.174.185,user_225,1,1,20,21.72,41.05,16.01,0.7,0,0,legitimate_login_activity
EVT-00890,10.246.20.245,user_532,1,1,12,24.35,14.64,13.22,0.767,0,0,legitimate_login_activity
EVT-01599,10.101.49.129,user_862,0,1,18,19.43,21.52,6.83,0.921,0,0,legitimate_login_activity
EVT-00539,10.16.44.202,user_701,1,1,8,27.77,23.27,13.92,0.796,0,0,legitimate_login_activity
EVT-00783,10.84.192.52,user_587,0,2,14,25.12,0.0,1.05,0.633,0,0,legitimate_login_activity
EVT-02135,10.79.235.207,user_943,0,1,21,28.37,29.05,10.69,0.901,0,0,legitimate_login_activity
EVT-02184,10.179.141.209,user_319,1,2,15,4.22,8.82,13.94,0.836,0,0,legitimate_login_activity
EVT-01260,10.217.251.114,user_329,1,1,12,18.03,18.16,9.68,1.0,0,0,legitimate_login_activity
EVT-02482,10.77.180.70,user_110,25,1,1,85.8,75.13,90.03,0.084,1,1,brute_force_T1110
EVT-01744,10.69.35.126,user_350,0,1,16,17.9,38.82,7.45,0.734,0,0,legitimate_login_activity
EVT-00787,10.159.53.165,user_855,0,2,14,10.16,7.51,9.42,1.0,0,0,legitimate_login_activity
EVT-01721,10.97.7.73,user_756,2,1,21,16.18,10.98,5.49,0.776,0,0,legitimate_login_activity
EVT-01927,10.180.33.50,user_887,0,1,18,10.36,12.42,5.21,0.847,0,0,legitimate_login_activity
EVT-01317,10.247.45.96,user_551,0,2,14,26.26,7.38,6.28,1.0,0,0,legitimate_login_activity
EVT-00124,10.197.86.169,user_916,1,2,19,23.64,32.81,2.91,0.989,0,0,legitimate_login_activity
EVT-01654,10.240.97.129,user_267,0,1,8,3.64,19.39,13.02,0.835,0,0,legitimate_login_activity
EVT-00840,10.134.37.254,user_748,0,2,18,14.56,10.04,20.38,0.843,0,0,legitimate_login_activity
EVT-00619,10.28.217.96,user_722,0,3,20,18.45,21.48,2.69,0.932,0,0,legitimate_login_activity
EVT-00407,10.206.112.166,user_555,0,1,7,18.36,17.61,3.6,0.936,0,0,legitimate_login_activity
EVT-02665,10.60.50.209,user_776,12,17,5,54.17,78.89,111.86,0.116,0,1,credential_stuffing_T1110
EVT-02149,10.9.194.74,user_132,1,1,14,2.91,15.56,7.43,0.816,0,0,legitimate_login_activity
EVT-01002,10.244.180.95,user_365,0,3,22,16.35,40.13,6.65,0.887,0,0,legitimate_login_activity
EVT-00498,10.125.8.85,user_312,0,2,13,19.74,24.33,0.0,0.922,0,0,legitimate_login_activity
EVT-02588,10.62.57.114,user_795,23,29,5,75.1,84.98,127.96,0.199,0,1,credential_stuffing_T1110
EVT-00343,10.20.72.144,user_432,0,1,16,19.12,16.36,4.62,0.93,0,0,legitimate_login_activity
EVT-02659,10.121.197.204,user_981,22,16,4,57.62,82.52,62.58,0.08,0,1,credential_stuffing_T1110
EVT-00300,10.14.18.157,user_280,1,1,9,28.26,32.2,2.54,0.777,1,0,legitimate_login_activity
EVT-01935,10.112.237.79,user_290,0,1,18,8.38,1.65,14.61,0.883,0,0,legitimate_login_activity
EVT-01005,10.12.188.125,user_494,0,1,13,12.8,26.47,4.69,0.785,0,0,legitimate_login_activity
EVT-01038,10.194.15.237,user_385,0,1,14,11.66,9.63,11.26,0.961,0,0,legitimate_login_activity
EVT-01784,10.148.58.128,user_864,0,2,14,22.38,36.53,5.07,0.704,0,0,legitimate_login_activity
EVT-02158,10.34.114.243,user_169,0,1,8,19.32,28.58,8.1,0.892,0,0,legitimate_login_activity
EVT-02704,10.104.230.185,user_575,16,9,0,56.86,80.38,93.09,0.137,1,1,credential_stuffing_T1110
EVT-00221,10.45.187.9,user_743,2,1,16,23.14,30.1,11.03,0.971,0,0,legitimate_login_activity
EVT-01988,10.156.211.71,user_282,1,1,13,19.45,29.54,11.36,0.895,0,0,legitimate_login_activity
EVT-01091,10.42.105.166,user_483,2,1,10,21.39,15.05,10.09,0.994,0,0,legitimate_login_activity
EVT-00450,10.179.187.152,user_749,1,1,13,23.39,10.07,4.01,0.856,0,0,legitimate_login_activity
EVT-02194,10.111.118.90,user_459,0,1,14,10.75,33.07,1.35,0.825,0,0,legitimate_login_activity
EVT-00085,10.48.84.168,user_202,1,2,21,18.13,22.74,6.51,0.864,0,0,legitimate_login_activity
EVT-01544,10.90.38.74,user_206,0,1,7,14.26,0.0,16.23,0.958,0,0,legitimate_login_activity
EVT-00622,10.95.213.103,user_559,0,1,8,13.46,14.86,5.21,0.753,0,0,legitimate_login_activity
EVT-00267,10.81.113.4,user_693,0,1,13,10.68,30.61,3.45,0.875,0,0,legitimate_login_activity
EVT-00784,10.129.137.191,user_480,1,3,12,18.31,32.52,0.73,0.915,0,0,legitimate_login_activity
EVT-00291,10.116.52.29,user_200,0,2,7,14.33,16.54,4.91,0.924,1,0,legitimate_login_activity
EVT-02702,10.225.210.92,user_234,21,14,2,55.45,77.83,120.03,0.235,1,1,credential_stuffing_T1110
EVT-02491,10.90.236.70,user_528,40,2,0,76.09,79.58,86.91,0.044,1,1,brute_force_T1110
EVT-01048,10.104.115.145,user_446,0,1,9,7.81,22.76,11.52,0.894,0,0,legitimate_login_activity
EVT-00417,10.83.249.62,user_654,0,1,7,16.09,27.7,7.24,0.745,0,0,legitimate_login_activity
EVT-00473,10.162.112.219,user_740,1,2,16,11.02,32.43,8.06,0.814,0,0,legitimate_login_activity
EVT-01562,10.18.132.185,user_569,0,1,17,8.58,12.38,12.22,0.996,0,0,legitimate_login_activity
EVT-01069,10.77.173.254,user_228,0,1,12,14.55,15.28,4.63,0.792,0,0,legitimate_login_activity
EVT-01400,10.32.242.61,user_718,3,1,22,22.7,16.87,12.82,1.0,0,0,legitimate_login_activity
EVT-02478,10.66.25.70,user_223,21,1,3,78.07,72.67,52.09,0.051,1,1,brute_force_T1110
EVT-02675,10.66.61.17,user_544,23,25,23,56.34,79.03,178.51,0.045,1,1,credential_stuffing_T1110
EVT-00655,10.37.208.208,user_771,2,1,18,18.49,19.08,9.42,0.834,0,0,legitimate_login_activity
EVT-01011,10.187.70.144,user_707,0,1,8,28.21,28.04,7.73,0.953,0,0,legitimate_login_activity
EVT-02428,10.21.222.19,user_996,16,3,3,82.72,78.07,130.52,0.071,1,1,brute_force_T1110
EVT-01275,10.140.46.151,user_825,1,1,8,15.78,0.0,4.12,0.772,0,0,legitimate_login_activity
EVT-00344,10.85.124.44,user_964,2,3,18,35.75,30.8,17.96,0.923,0,0,legitimate_login_activity
EVT-02539,10.106.81.249,user_635,16,1,2,72.53,73.25,80.72,0.018,1,1,brute_force_T1110
EVT-02752,10.90.239.246,user_873,24,10,4,74.85,75.72,133.54,0.18,0,1,credential_stuffing_T1110
EVT-01201,10.114.156.40,user_713,0,1,19,17.94,22.82,8.08,0.924,0,0,legitimate_login_activity
EVT-00279,10.218.198.206,user_813,0,1,11,28.72,7.21,11.59,1.0,0,0,legitimate_login_activity
EVT-02574,10.65.139.27,user_451,42,3,4,62.85,61.85,79.2,0.02,1,1,brute_force_T1110
EVT-01475,10.195.116.80,user_958,0,1,17,21.67,13.19,7.4,0.757,1,0,legitimate_login_activity
EVT-02509,10.15.149.104,user_695,16,1,3,71.57,90.82,85.21,0.052,1,1,brute_force_T1110
EVT-01254,10.143.45.129,user_642,0,3,18,15.63,12.93,5.01,0.842,0,0,legitimate_login_activity
EVT-00019,10.127.12.139,user_326,0,1,10,8.65,24.15,6.04,0.912,0,0,legitimate_login_activity
EVT-00614,10.141.108.25,user_830,0,1,15,27.32,19.23,8.49,0.884,0,0,legitimate_login_activity
EVT-00644,10.242.23.123,user_879,1,1,15,27.63,39.86,13.93,0.812,0,0,legitimate_login_activity
EVT-01515,10.236.156.114,user_564,0,1,12,10.52,9.4,11.7,0.941,0,0,legitimate_login_activity
EVT-01092,10.103.62.235,user_329,0,2,21,33.49,5.29,8.86,0.944,0,0,legitimate_login_activity
EVT-00946,10.139.246.229,user_477,0,1,11,26.2,7.33,4.63,0.822,0,0,legitimate_login_activity
EVT-01487,10.30.167.27,user_175,0,1,22,16.37,30.92,15.16,0.64,0,0,legitimate_login_activity
EVT-01922,10.24.80.140,user_990,0,2,12,27.71,28.29,16.62,1.0,0,0,legitimate_login_activity
EVT-01563,10.241.74.3,user_798,0,1,14,21.61,14.2,8.22,0.891,0,0,legitimate_login_activity
EVT-01623,10.119.82.235,user_681,0,1,19,17.95,24.23,17.57,1.0,0,0,legitimate_login_activity
EVT-01076,10.197.148.97,user_869,0,1,17,9.65,13.26,3.86,0.877,0,0,legitimate_login_activity
EVT-01755,10.150.127.212,user_908,0,1,14,19.07,17.54,15.33,0.78,0,0,legitimate_login_activity
EVT-02205,10.235.16.53,user_786,1,1,11,10.55,11.62,12.75,1.0,0,0,legitimate_login_activity
EVT-01231,10.103.160.50,user_177,0,1,11,28.66,8.75,4.18,0.857,0,0,legitimate_login_activity
EVT-01390,10.47.129.172,user_827,0,1,7,30.48,34.58,14.18,1.0,0,0,legitimate_login_activity
EVT-02165,10.76.88.72,user_407,0,1,15,15.75,27.24,9.76,0.842,0,0,legitimate_login_activity
EVT-00681,10.74.227.190,user_423,0,1,16,11.27,12.62,13.35,0.892,0,0,legitimate_login_activity
EVT-01526,10.195.22.51,user_692,0,2,10,36.21,29.05,5.3,0.863,1,0,legitimate_login_activity
EVT-01318,10.56.185.118,user_959,0,1,13,15.66,5.41,9.34,0.948,0,0,legitimate_login_activity
EVT-01692,10.199.37.96,user_511,0,1,7,28.91,23.3,7.99,0.805,0,0,legitimate_login_activity
EVT-01174,10.235.210.85,user_193,3,1,16,10.11,17.97,6.67,0.923,0,0,legitimate_login_activity
EVT-00220,10.161.19.74,user_760,0,1,16,20.79,35.73,2.4,0.823,0,0,legitimate_login_activity
EVT-00602,10.66.33.12,user_228,0,1,10,26.59,41.81,16.5,0.784,0,0,legitimate_login_activity
EVT-02187,10.243.27.162,user_814,0,2,18,33.6,35.53,2.19,0.892,0,0,legitimate_login_activity
EVT-01452,10.106.123.210,user_595,0,2,7,18.48,19.4,2.14,0.796,0,0,legitimate_login_activity
EVT-00304,10.24.196.47,user_559,0,1,21,15.92,24.75,6.08,0.842,0,0,legitimate_login_activity
EVT-00053,10.33.142.129,user_797,1,2,22,19.77,28.77,8.85,0.942,0,0,legitimate_login_activity
EVT-02023,10.98.59.39,user_487,0,1,20,20.05,13.74,8.08,1.0,0,0,legitimate_login_activity
EVT-01481,10.83.91.174,user_904,1,1,14,25.21,28.11,9.24,0.866,0,0,legitimate_login_activity
EVT-01564,10.184.1.17,user_387,0,1,16,14.13,13.89,8.07,0.899,0,0,legitimate_login_activity
EVT-01974,10.233.38.203,user_554,2,1,16,24.35,31.86,8.29,0.947,0,0,legitimate_login_activity
EVT-02249,10.221.218.4,user_795,0,1,14,5.63,26.26,8.92,0.913,0,0,legitimate_login_activity
EVT-00345,10.186.80.17,user_460,0,1,8,18.07,38.81,8.62,0.932,0,0,legitimate_login_activity
EVT-01583,10.195.64.220,user_209,0,2,20,19.67,33.31,8.04,0.837,0,0,legitimate_login_activity
EVT-02076,10.181.152.167,user_720,0,1,21,18.72,19.34,10.95,0.827,0,0,legitimate_login_activity
EVT-01802,10.136.7.99,user_116,0,1,12,15.82,13.68,13.83,0.784,0,0,legitimate_login_activity
EVT-00648,10.65.223.8,user_929,0,1,7,13.24,24.4,11.57,0.931,0,0,legitimate_login_activity
EVT-02430,10.236.189.184,user_200,43,2,2,67.25,82.68,102.74,0.0,1,1,brute_force_T1110
EVT-01296,10.106.22.45,user_118,0,1,13,14.56,24.54,4.83,0.935,0,0,legitimate_login_activity
EVT-02168,10.247.131.141,user_762,0,1,20,27.12,29.99,10.26,0.945,0,0,legitimate_login_activity
EVT-01197,10.166.232.29,user_704,0,1,22,5.65,21.6,17.38,0.869,1,0,legitimate_login_activity
EVT-02246,10.165.102.35,user_340,2,1,7,20.72,20.17,13.0,1.0,0,0,legitimate_login_activity
EVT-01379,10.251.247.248,user_911,0,1,15,14.62,20.45,9.36,0.959,0,0,legitimate_login_activity
EVT-01676,10.31.65.25,user_312,0,1,21,1.59,29.84,4.22,0.849,0,0,legitimate_login_activity
EVT-02094,10.96.5.78,user_925,0,1,14,16.25,20.29,7.49,0.902,0,0,legitimate_login_activity
EVT-00193,10.236.134.227,user_354,1,1,20,20.02,27.11,12.28,0.947,0,0,legitimate_login_activity
EVT-00802,10.140.98.211,user_743,0,2,18,33.23,19.04,3.38,0.912,0,0,legitimate_login_activity
EVT-00175,10.49.210.81,user_432,0,1,18,11.51,28.01,7.98,0.816,1,0,legitimate_login_activity
EVT-02011,10.223.181.196,user_770,0,2,17,14.59,7.74,1.4,0.854,0,0,legitimate_login_activity
EVT-01284,10.58.187.12,user_844,0,1,7,17.2,15.77,5.47,0.901,0,0,legitimate_login_activity
EVT-01787,10.17.87.167,user_770,0,1,17,19.98,41.92,0.0,0.853,0,0,legitimate_login_activity
EVT-02186,10.136.37.83,user_753,0,1,8,5.51,34.66,1.43,0.797,0,0,legitimate_login_activity
EVT-00352,10.244.20.253,user_541,0,1,8,25.1,12.61,1.11,0.857,0,0,legitimate_login_activity
EVT-00669,10.203.33.111,user_645,0,1,10,10.6,15.38,5.6,0.922,0,0,legitimate_login_activity
EVT-01314,10.130.139.80,user_127,2,2,21,25.14,22.72,16.23,0.849,0,0,legitimate_login_activity
EVT-00129,10.9.32.18,user_452,1,1,15,25.71,34.0,9.92,0.894,0,0,legitimate_login_activity
EVT-00341,10.15.19.221,user_689,0,2,20,14.95,0.0,3.44,0.836,0,0,legitimate_login_activity
EVT-00008,10.95.47.236,user_297,0,1,13,13.57,18.21,5.24,0.844,0,0,legitimate_login_activity
EVT-01135,10.40.250.100,user_989,0,1,14,2.85,20.17,0.0,0.959,0,0,legitimate_login_activity
EVT-01554,10.127.212.148,user_750,0,2,16,19.35,3.62,7.01,0.916,0,0,legitimate_login_activity
EVT-01237,10.125.216.92,user_272,2,1,11,4.19,28.13,4.44,0.77,0,0,legitimate_login_activity
EVT-00308,10.146.114.37,user_775,0,2,7,23.21,11.09,2.15,0.975,1,0,legitimate_login_activity
EVT-00813,10.163.172.215,user_159,0,1,12,9.38,17.32,7.72,0.785,0,0,legitimate_login_activity
EVT-00638,10.226.1.198,user_693,0,1,8,13.49,31.35,0.86,0.802,0,0,legitimate_login_activity
EVT-00384,10.217.94.129,user_391,0,1,8,6.27,35.86,3.42,0.75,0,0,legitimate_login_activity
EVT-01566,10.213.20.23,user_302,0,1,7,11.82,30.44,15.11,1.0,0,0,legitimate_login_activity
EVT-02562,10.45.48.45,user_118,31,4,4,76.41,90.97,114.95,0.128,1,1,brute_force_T1110
EVT-01065,10.171.49.188,user_145,0,1,14,21.41,22.37,7.99,0.825,0,0,legitimate_login_activity
EVT-00178,10.43.40.73,user_653,0,2,8,17.02,16.35,8.74,0.768,0,0,legitimate_login_activity
EVT-00427,10.3.220.188,user_299,0,2,17,27.61,27.96,3.75,0.927,0,0,legitimate_login_activity
EVT-00495,10.74.29.106,user_673,1,1,14,13.67,42.43,18.83,0.814,1,0,legitimate_login_activity
EVT-00184,10.173.204.100,user_639,0,1,9,36.56,20.86,0.0,0.751,0,0,legitimate_login_activity
EVT-02626,10.238.152.52,user_121,21,28,3,75.41,84.7,76.04,0.213,1,1,credential_stuffing_T1110
EVT-02672,10.93.163.72,user_810,21,23,3,79.16,74.53,132.94,0.156,1,1,credential_stuffing_T1110
EVT-00185,10.211.81.251,user_660,0,1,13,32.37,30.95,6.83,0.837,0,0,legitimate_login_activity
EVT-02500,10.89.32.74,user_806,19,3,0,76.77,75.12,90.43,0.084,0,1,brute_force_T1110
EVT-01175,10.211.43.74,user_922,2,1,22,18.28,24.5,7.65,0.912,0,0,legitimate_login_activity
EVT-02239,10.238.123.144,user_411,1,1,13,19.27,33.63,6.65,0.941,1,0,legitimate_login_activity
EVT-02020,10.154.163.97,user_974,2,1,19,15.83,15.94,1.63,0.98,0,0,legitimate_login_activity
EVT-00811,10.34.133.42,user_609,0,2,13,13.08,22.61,8.4,0.996,0,0,legitimate_login_activity
EVT-01897,10.193.54.95,user_213,0,1,9,11.99,13.74,7.21,0.775,1,0,legitimate_login_activity
EVT-02261,10.224.36.101,user_244,0,2,14,15.48,20.67,12.71,0.935,0,0,legitimate_login_activity
EVT-02676,10.165.54.121,user_811,14,21,3,63.7,72.77,77.82,0.19,1,1,credential_stuffing_T1110
EVT-02421,10.216.102.188,user_249,30,3,1,75.91,67.94,60.16,0.024,1,1,brute_force_T1110
EVT-00908,10.170.29.96,user_503,1,2,13,29.31,6.66,6.81,0.778,0,0,legitimate_login_activity
EVT-00490,10.98.198.16,user_962,0,1,10,18.02,25.76,6.83,0.936,0,0,legitimate_login_activity
EVT-02406,10.97.244.251,user_528,15,1,1,59.83,83.28,103.89,0.078,1,1,brute_force_T1110
EVT-01114,10.221.138.78,user_916,0,1,14,34.52,11.02,2.17,0.741,0,0,legitimate_login_activity
EVT-00691,10.49.165.103,user_291,0,1,10,15.6,13.19,0.0,0.789,1,0,legitimate_login_activity
EVT-02496,10.73.76.34,user_369,22,4,3,68.03,72.1,122.0,0.139,1,1,brute_force_T1110
EVT-01272,10.113.98.19,user_254,0,1,10,16.49,28.77,14.93,0.846,0,0,legitimate_login_activity
EVT-01538,10.83.200.133,user_231,0,1,14,14.9,25.46,8.47,0.925,1,0,legitimate_login_activity
EVT-00757,10.31.249.82,user_717,0,1,8,15.04,12.66,10.49,0.8,0,0,legitimate_login_activity
EVT-02104,10.48.123.85,user_821,0,1,14,22.63,21.95,0.22,0.8,0,0,legitimate_login_activity
EVT-01816,10.91.170.105,user_268,0,2,8,22.51,11.39,6.28,0.781,0,0,legitimate_login_activity
EVT-02703,10.51.238.152,user_339,24,28,3,53.06,64.75,57.94,0.14,1,1,credential_stuffing_T1110
EVT-00119,10.247.253.39,user_581,2,1,15,32.72,8.56,1.75,0.759,0,0,legitimate_login_activity
EVT-01909,10.55.81.133,user_410,0,1,9,17.67,23.23,13.88,1.0,0,0,legitimate_login_activity
EVT-02376,10.230.226.47,user_773,0,1,9,14.28,33.57,12.79,0.906,0,0,legitimate_login_activity
EVT-00282,10.10.2.2,user_289,0,2,15,9.29,23.85,2.05,0.719,0,0,legitimate_login_activity
EVT-02422,10.42.85.251,user_626,47,3,1,49.09,76.69,61.28,0.111,1,1,brute_force_T1110
EVT-00953,10.145.199.185,user_493,1,1,10,17.22,27.24,0.46,0.899,0,0,legitimate_login_activity
EVT-02460,10.191.170.176,user_767,41,1,1,69.18,81.79,81.96,0.115,0,1,brute_force_T1110
EVT-02581,10.68.89.57,user_721,22,12,22,66.52,70.34,80.7,0.247,1,1,credential_stuffing_T1110
EVT-00999,10.196.161.77,user_561,0,1,13,12.07,21.49,9.3,1.0,0,0,legitimate_login_activity
EVT-00882,10.119.115.2,user_497,0,1,7,20.68,17.86,5.83,0.757,0,0,legitimate_login_activity
EVT-01056,10.103.191.69,user_530,1,1,22,6.76,22.56,16.4,0.985,0,0,legitimate_login_activity
EVT-01375,10.251.68.201,user_996,0,2,10,16.67,28.19,1.32,0.816,0,0,legitimate_login_activity
EVT-00719,10.179.125.113,user_152,0,2,8,0.0,36.26,10.22,0.686,0,0,legitimate_login_activity
EVT-00367,10.11.111.122,user_476,0,1,18,16.99,21.69,12.09,1.0,0,0,legitimate_login_activity
EVT-01660,10.29.235.155,user_126,1,1,16,10.54,14.71,9.85,0.738,0,0,legitimate_login_activity
EVT-02212,10.188.221.26,user_366,2,1,15,12.14,9.54,11.53,1.0,0,0,legitimate_login_activity
EVT-00556,10.101.191.173,user_956,2,2,20,24.58,36.84,5.52,0.761,0,0,legitimate_login_activity
EVT-01531,10.177.11.19,user_636,0,1,19,15.05,33.46,10.26,0.792,0,0,legitimate_login_activity
EVT-01363,10.69.237.250,user_978,0,2,10,1.46,23.5,3.51,0.817,0,0,legitimate_login_activity
EVT-00305,10.96.249.151,user_780,1,1,13,7.6,23.53,12.76,1.0,0,0,legitimate_login_activity
EVT-01576,10.122.25.226,user_238,0,1,16,18.66,15.42,17.85,0.97,0,0,legitimate_login_activity
EVT-00204,10.218.212.118,user_319,0,1,8,8.01,20.19,11.21,1.0,0,0,legitimate_login_activity
EVT-02203,10.222.254.22,user_981,0,1,19,16.33,26.15,15.76,0.947,0,0,legitimate_login_activity
